"col1","col2"
"sve7en","1e+05"
"Toast","1e+05"
"Kaliyevl34l","1e+05"
"ACapitalChicago","1e+05"
"Fitted2106","1e+05"
"nellycelly","1e+05"
"hotdog","1e+05"
"hewasajazzman","1e+05"
"NYR73","1e+05"
"TheHammer43","1e+05"
"Accka","1e+05"
"damienj10","1e+05"
"SchwarzNarr","1e+05"
"boom","1e+05"
"Seany148","1e+05"
"H0PPY75","1e+05"
"dogwoodmaple","1e+05"
"Ashes","2e+05"
"Evil_AllBran","2e+05"
"ElMerchanto","2e+05"
"Crazytomato","2e+05"
"CptSquall","2e+05"
"Dindog","2e+05"
"bluesfan55","2e+05"
"Lime","2e+05"
"MrPrime","2e+05"
"JURT","2e+05"
"zeagle1","2e+05"
"awils13","2e+05"
"efischermann","2e+05"
"MMFLEX","2e+05"
"Bauer","2e+05"
"Gadget","2e+05"
"LordBallGag","2e+05"
"WildfireMicro","2e+05"
"LarryTheMVP","2e+05"
"LeSizz","2e+05"
"erikvm","2e+05"
"seanpizzle99","2e+05"
"kast3rborous","2e+05"
"takethehorizon","2e+05"
"Scrufdaddy","2e+05"
"pauadrian","2e+05"
"Nictox","3e+05"
"Frenchie","3e+05"
"Gwdjohnson","3e+05"
"jbay7","3e+05"
"Jepox","3e+05"
"Ace","3e+05"
"DrunkenTeddy","3e+05"
"Festinator","4e+05"
"sköldpaddor","4e+05"
"Punk42AE","4e+05"
"wizard_literal","4e+05"
"Thunfish","4e+05"
"raymond3000","4e+05"
"Ohtaay","4e+05"
"dasboot","4e+05"
"natedoeshockey","4e+05"
"Carpy48","4e+05"
"Figgy","4e+05"
"domffl","4e+05"
"soevil","4e+05"
"39alaska39","4e+05"
"Raven","4e+05"
"Operation Ivy","4e+05"
"liebolda","4e+05"
"adamantium","4e+05"
"JuOSu","4e+05"
"5ympathies","4e+05"
"steveoiscool","4e+05"
"mee","4e+05"
"retuperkele","4e+05"
"Reedy0rNot","5e+05"
"Southie","5e+05"
"Marcul_le_depanneur","5e+05"
"Aephino","5e+05"
"Anthique","5e+05"
"JT3","5e+05"
"Z0REM","5e+05"
"leviadan","5e+05"
"EmoLeBron","5e+05"
"Weaves","6e+05"
"slothfacekilla","6e+05"
"leafsftw1967","6e+05"
"yosh","6e+05"
"spidey","6e+05"
"C9Van","6e+05"
"CapnCooper","6e+05"
"Tesla","6e+05"
"linsangeles","6e+05"
"puolivalmiste","6e+05"
"Atox","6e+05"
"hockeyfan","6e+05"
"PapaSorin","6e+05"
"mcpumpkin","6e+05"
"WannabeFinn","6e+05"
"Australiankek","6e+05"
"golden_apricot","6e+05"
"BarnabasCollins","6e+05"
"st4rface","6e+05"
"FaraDian","6e+05"
"downer","6e+05"
"mastersheep","6e+05"
"NorwegianDemon","6e+05"
"Aneeqs","6e+05"
"DorkDipplet","6e+05"
"Crash_Conrad","6e+05"
"Katth","6e+05"
"Andy","6e+05"
"Wheels","6e+05"
"Hungy Fella","6e+05"
"SledgehammerPete","6e+05"
"MyLittleHexx","6e+05"
"hhh81","6e+05"
"FuriousChicken","6e+05"
"tomtommen","6e+05"
"Toivo","6e+05"
"BANACKOCK","6e+05"
"chetib","6e+05"
"the5urreal","6e+05"
"SewingWithNancy","6e+05"
"MikeLiut","6e+05"
"Eggcracker","6e+05"
"Salming","6e+05"
"mystick","6e+05"
"kenvald","6e+05"
"RainDelay","6e+05"
"JamesT","6e+05"
"Keven","6e+05"
"thiefofcheese","6e+05"
"bbjygm","6e+05"
