"col1","col2"
"boom","1e+05"
"Leppish","1e+05"
"Kaliyevl34l","1e+05"
"EmoLeBron","1e+05"
"TheHammer43","1e+05"
"Chevy","1e+05"
"Massive Coiler","1e+05"
"damienj10","1e+05"
"Vaxlare","1e+05"
"Lime","2e+05"
"Dindog","2e+05"
"dogwoodmaple","2e+05"
"Nhamlet","2e+05"
"5ympathies","2e+05"
"hannahg32","2e+05"
"notorioustig","2e+05"
"raymond3000","2e+05"
"zeagle1","2e+05"
"natedoeshockey","2e+05"
"Jepox","2e+05"
"Figgy","2e+05"
"Nictox","2e+05"
"BANACKOCK","2e+05"
"Ashes","2e+05"
"Jamhi","2e+05"
"gurbs","2e+05"
"bluesfan55","2e+05"
"wumaduce","2e+05"
"JuOSu","2e+05"
"JURT","2e+05"
"G2019","2e+05"
"juniped","2e+05"
"MMFLEX","2e+05"
"micool132","2e+05"
"karey","2e+05"
"ElMerchanto","2e+05"
"Psanchez55","3e+05"
"Southie","3e+05"
"lore","3e+05"
"Jonahcraft7","3e+05"
"ChickenLeg","3e+05"
"yosh","3e+05"
"Frenchie","3e+05"
"Justice","3e+05"
"Crazytomato","3e+05"
"diacope","3e+05"
"Wheels","4e+05"
"Rangerjase","4e+05"
"Rotti","4e+05"
"Thunfish","4e+05"
"Redderder15","4e+05"
"Crash_Conrad","4e+05"
"Punk42AE","4e+05"
"Hungy Fella","4e+05"
"UptownCord","4e+05"
"Andy","4e+05"
"golden_apricot","4e+05"
"erikvm","4e+05"
"linsangeles","4e+05"
"NorwegianDemon","4e+05"
"Wearingabear","4e+05"
"mystick","4e+05"
"trella","4e+05"
"Cycro","4e+05"
"DigDoug11","5e+05"
"FaraDian","5e+05"
"Reedy0rNot","5e+05"
"sköldpaddor","5e+05"
"Jorec","5e+05"
"Dainjah","5e+05"
"LordBallGag","5e+05"
"Ohtaay","6e+05"
"Australiankek","6e+05"
"SledgehammerPete","6e+05"
"takethehorizon","6e+05"
"Schwartzy","6e+05"
"kahri","6e+05"
"tomtommen","6e+05"
"hockeyfan","6e+05"
"electrictree","6e+05"
"Weaves","6e+05"
"WildfireMicro","6e+05"
"Carpy48","6e+05"
"awils13","6e+05"
"st4rface","6e+05"
"dasboot","6e+05"
"Operation Ivy","6e+05"
"Mayuu","6e+05"
"Tesla","6e+05"
"jbay7","6e+05"
"BarnabasCollins","6e+05"
"mee","6e+05"
"fubaguy","6e+05"
"C9Van","6e+05"
"Aneeqs","6e+05"
"charlieconway","6e+05"
"PapaSorin","6e+05"
"CptSquall","6e+05"
"the5urreal","6e+05"
"Tylar","6e+05"
"AK41","6e+05"
"soevil","6e+05"
"FuriousChicken","6e+05"
"Takk806","6e+05"
"RainDelay","6e+05"
"MrPresident","6e+05"
"oknom","6e+05"
"Spartan","6e+05"
"downer","6e+05"
"39alaska39","6e+05"
"YouButWorse","6e+05"
"hhh81","6e+05"
"kenvald","6e+05"
"JT3","6e+05"
"slothfacekilla","6e+05"
"MikeLiut","6e+05"
"CloudRobot","6e+05"
"wizard_literal","6e+05"
"retuperkele","6e+05"
"CapnCooper","6e+05"
"OrbitingDeath","6e+05"
"Salming","6e+05"
"Nike","6e+05"
"leviadan","6e+05"
"puolivalmiste","6e+05"
"Anthique","6e+05"
"sliceruser","6e+05"
"domffl","6e+05"
"Keven","6e+05"
"Eggcracker","6e+05"
"SvgeMars","6e+05"
"Katth","6e+05"
"McGriddy10","6e+05"
"SewingWithNancy","6e+05"
"Aephino","6e+05"
"MyLittleHexx","6e+05"
"steveoiscool","6e+05"
"bbjygm","6e+05"
"JamesT","6e+05"
"RaidTheArcade","6e+05"
"cly","6e+05"
"Toivo","6e+05"
