"username","amount"
"Frove","1e+05"
"ZootTX","1e+05"
"Ark20","1e+05"
"Hummus God","1e+05"
"JURT","1e+05"
"jjlangabeer","1e+05"
"Frenchie","1e+05"
"Cameron269","1e+05"
"SchwarzNarr","1e+05"
"RomanesEuntDomus","1e+05"
"Hordle","1e+05"
"JasonHopefully","1e+05"
"ephenssta","1e+05"
"FuriousChicken","2e+05"
"jakkysosa","2e+05"
"Dynamicmlb_42","2e+05"
"AW13","2e+05"
"Runningman434","2e+05"
"lemonoppy","2e+05"
"JohnnyPatey","2e+05"
"ImShiny","2e+05"
"SewingWithNancy","2e+05"
"Spartan","2e+05"
"Valpix","2e+05"
"EmoLeBron","2e+05"
"hockeymil","2e+05"
"mjlikp","2e+05"
"Phemeia","2e+05"
"Crazytomato","2e+05"
"Atox","2e+05"
"Accka","2e+05"
"Tsunny","2e+05"
"Count Chocula","2e+05"
"KaleSalad","2e+05"
"frithjofr","2e+05"
"JuOSu","2e+05"
"StadiumGambler","2e+05"
"LordBallGag","2e+05"
"Cobbenstein","2e+05"
"Cuffy","2e+05"
"CreHuf8","2e+05"
"TannerPitts","2e+05"
"thiefofcheese","2e+05"
"zaynzk","2e+05"
"rbkgoalr","2e+05"
"linsangeles","2e+05"
"Boomcheck","2e+05"
"Bamford13","2e+05"
"TonyW19","2e+05"
"Spkris","2e+05"
"amjohnson636","2e+05"
"Massive Coiler","2e+05"
"Jetta","2e+05"
"WannabeFinn","2e+05"
"JellyRamp","2e+05"
"damienj10","2e+05"
"kenvald","2e+05"
"burritohour","2e+05"
"Whitecap","3e+05"
"FaraDian","3e+05"
"egregious","3e+05"
"Blastmeaway","3e+05"
"Seany148","3e+05"
"Chris","3e+05"
"golden_apricot","3e+05"
"locrianmidwest","4e+05"
"Bongo","4e+05"
"RaidTheArcade","4e+05"
"zeagle1","4e+05"
"NONAME","4e+05"
"charlieconway","4e+05"
"Stamkos Is My Dad","4e+05"
"Boomerange","4e+05"
"ConjureBones","4e+05"
"GreyGooseVodka","4e+05"
"Otis Boudreaux","4e+05"
"Fitted2106","4e+05"
"ThatDamnWalrus","4e+05"
"Revontulete","4e+05"
"Australiankek","4e+05"
"MMFLEX","4e+05"
"Bruins10","4e+05"
"Harley x55","4e+05"
"vbottas17","4e+05"
"Mutedfaith","4e+05"
"Zerg","4e+05"
"phoenix","4e+05"
"negs77","4e+05"
"Ruggsy","4e+05"
"Rangerjase","4e+05"
"Bfine","4e+05"
"Chevy","4e+05"
"wizard_literal","4e+05"
"goldenglutes","4e+05"
"Steelflex","4e+05"
"Security Shark","4e+05"
"roastpuff","4e+05"
"Southie","4e+05"
"JaytheGreat","4e+05"
"Andy","4e+05"
"Belmont","5e+05"
"MattyJ","5e+05"
"yosh","5e+05"
"dankoa","5e+05"
"Ultimatedestroye","6e+05"
"NorwegianDemon","6e+05"
"Scrufdaddy","6e+05"
"sköldpaddor","6e+05"
"Carpy48","6e+05"
"Muerto","6e+05"
"fubaguy","6e+05"
"kahri","6e+05"
"Grum","6e+05"
"Weaves","6e+05"
"WonderBread","6e+05"
"Jorec","6e+05"
"baz","6e+05"
"Tesla","6e+05"
"ItsBooth","6e+05"
"simplylemonade","6e+05"
"sliceruser","6e+05"
"39alaska39","6e+05"
"FnoRespect","6e+05"
"Ohtaay","6e+05"
"TheGreatOne","6e+05"
"Jepox","6e+05"
"Seb","6e+05"
"Wearingabear","6e+05"
"Gaia Mormont","6e+05"
"CementHands","6e+05"
"Possum Queen","6e+05"
"Takk806","6e+05"
"CrazyMojito","6e+05"
"Aephino","6e+05"
"gaby","6e+05"
"Mongoose87","6e+05"
"Slappydoodle","6e+05"
"Froste39","6e+05"
"Anthique","6e+05"
"C9Van","6e+05"
"Missjmt","6e+05"
"KalixIzalumi","6e+05"
"Gyro_Hero","6e+05"
"natedoeshockey","6e+05"
"NaomiMannequeen","6e+05"
"Troy_McClure03","6e+05"
"Sburbine","6e+05"
"skyrrhawk","6e+05"
"PapaSorin","6e+05"
"Whikadoodle","6e+05"
"Tjrex8u","6e+05"
"Muford","6e+05"
"TheHockey_Pro","6e+05"
"Lime","6e+05"
"droop","6e+05"
"tredpalo","6e+05"
"GrimmCrackers","6e+05"
"Halkohol","6e+05"
"Wheels","6e+05"
"Operation Ivy","6e+05"
"mystick","6e+05"
"MrPresident","6e+05"
"hockeyfan","6e+05"
"Toivo","6e+05"
"ec06aaj","6e+05"
"Spritestuff","6e+05"
"Renomitsu","6e+05"
"dasboot","6e+05"
"CaptainCamel","6e+05"
"Nike","6e+05"
"jbay7","6e+05"
"taterswc","6e+05"
"xjoverax","6e+05"
"RobJG2","6e+05"
"roquefort","6e+05"
"LampLighter","6e+05"
"AuggieO","6e+05"
"MattyIce","6e+05"
"leafsftw1967","6e+05"
"David VanHousen","6e+05"
"BarnabasCollins","6e+05"
"Thunfish","6e+05"
"tomtommen","6e+05"
"BANACKOCK","6e+05"
"Vandy","6e+05"
"Schocar","6e+05"
"Shiamus","6e+05"
"retuperkele","6e+05"
"Nictox","6e+05"
"puolivalmiste","6e+05"
"bobdigi9","6e+05"
"ZodiacEXE","6e+05"
"JT3","6e+05"
"oknom","6e+05"
"spidey","6e+05"
"Hungy Fella","6e+05"
"dogwoodmaple","6e+05"
"soevil","6e+05"
"OVOXO","6e+05"
"SloppyPainter","6e+05"
"Repgnar","6e+05"
"CapnCooper","6e+05"
"Tdan04","6e+05"
"Katth","6e+05"
"Rtpc31","6e+05"
"OrbitingDeath","6e+05"
"Urq660","6e+05"
"CybershadeEDM","6e+05"
"Serpe x 13","6e+05"
"Dash","6e+05"
"MuNk22","6e+05"
"Baron","6e+05"
"Esso2264","6e+05"
"lmao","6e+05"
"Vice","6e+05"
"Rabidsponge21","6e+05"
"TheOPSquid","6e+05"
"ibuprofenaddict","6e+05"
"Punk42AE","6e+05"
"Soviet Sexpot","6e+05"
"slothfacekilla","6e+05"
"liebolda","6e+05"
"Magenta","6e+05"
"prattk1987","6e+05"
"domffl","6e+05"
"Puppy","6e+05"
"Aleris","6e+05"
"swoosh","6e+05"
"Tripl3tsGamer","6e+05"
"scudmuffin19","6e+05"
"steveoiscool","6e+05"
"ThePyroAlpaca","6e+05"
"By-Tor","6e+05"
"ViN","6e+05"
"RashfordU","6e+05"
"JR95","6e+05"
"hhh81","6e+05"
"Omij","6e+05"
"Deng","6e+05"
"NUCK","6e+05"
"jason kranz","6e+05"
"Stadacona","6e+05"
"Dextaria","6e+05"
"fancey13","6e+05"
"vandrewski","6e+05"
"No Goal","6e+05"
"NJBadApple","6e+05"
"HillsHaveHats","6e+05"
"soulja","6e+05"
"Lem","6e+05"
"cake307","6e+05"
"Salming","6e+05"
"st4rface","6e+05"
"Juho","6e+05"
"MrPrime","6e+05"
"JohnFranklinKennedy","6e+05"
"Reno","6e+05"
"Jexter","6e+05"
"bbjygm","6e+05"
"jacobcarson877","6e+05"
"micool132","6e+05"
"Huck24","6e+05"
"leviadan","6e+05"
"efischermann","6e+05"
"EricNCSU","6e+05"
"the5urreal","6e+05"
"Tate","6e+05"
"Vrain","6e+05"
"Keven","6e+05"
"JamesT","6e+05"
"ShadowFenix","6e+05"
"mee","6e+05"
"CptSquall","6e+05"
"Figgy","6e+05"
"WildfireMicro","6e+05"
"Popol","6e+05"
"oilmandan","6e+05"
