"username","amount"
"fancey13","1e+05"
"Count Chocula","1e+05"
"Lime","1e+05"
"SkoobyDoo","1e+05"
"Kami1931","2e+05"
"Bmiller186","2e+05"
"Magenta","2e+05"
"oknom","2e+05"
"LtBlackGrizzly","2e+05"
"TheCoolerTyler","2e+05"
"JohnFranklinKennedy","2e+05"
"Turbanator","2e+05"
"Morethanjustaguy","2e+05"
"EverFor","2e+05"
"mer","2e+05"
"SamMcRae","2e+05"
"MyLittleHexx","2e+05"
"Caspwad","2e+05"
"kb.m","2e+05"
"Toast","2e+05"
"kdr","2e+05"
"Pifferfish","2e+05"
"tredpalo","2e+05"
"OhhClampz","2e+05"
"unconfident69","2e+05"
"Jonnyhockey17","2e+05"
"Andy","2e+05"
"TheOPSquid","2e+05"
"Alaska","2e+05"
"Ohtaay","2e+05"
"Operation Ivy","2e+05"
"Log Wolverine Hunts","2e+05"
"Katth","2e+05"
"sliceruser","2e+05"
"caltroit_red_flames","2e+05"
"MMFLEX","2e+05"
"Rtpc31","2e+05"
"sixhausen","3e+05"
"jaypc8237","3e+05"
"Kikou","3e+05"
"Scrufdaddy","4e+05"
"Shiamus","4e+05"
"Kyamprac","4e+05"
"vbottas17","4e+05"
"RainDelay","4e+05"
"Toivo","4e+05"
"LampLighter","4e+05"
"Shmelmorg","4e+05"
"golden_apricot","4e+05"
"MattyIce","4e+05"
"OVOXO","4e+05"
"Dextaria","4e+05"
"ItZSmalls","4e+05"
"cowbutch","4e+05"
"anuragb","4e+05"
"CaptainCrazy","4e+05"
"Tet","4e+05"
"Habsfan_nick","4e+05"
"Brenadyr","4e+05"
"Mongoose87","4e+05"
"ludovinci","4e+05"
"Ashes","4e+05"
"Vandy","4e+05"
"DETisHockeytown","4e+05"
"EngynGameOver","4e+05"
"a_canuck","4e+05"
"ephenssta","4e+05"
"Dangles13","4e+05"
"BigHops","4e+05"
"Michiganonymous","4e+05"
"Spyal","4e+05"
"GabeyD","4e+05"
"roastpuff","5e+05"
"ANARossJohnstonFan44","6e+05"
"DApolloS","6e+05"
"Scp999v2","6e+05"
"Jorec","6e+05"
"micool132","6e+05"
"Hacob","6e+05"
"Brandon","6e+05"
"Arkz","6e+05"
"Huck24","6e+05"
"Louchyz","6e+05"
"SilverBlitzenAG","6e+05"
"xenosthelegend","6e+05"
"lemonoppy","6e+05"
"Palace_Posy524","6e+05"
"KalixIzalumi","6e+05"
"zeagle1","6e+05"
"hockeyfan","6e+05"
"Pandar","6e+05"
"Anthique","6e+05"
"Daleks","6e+05"
"homercrates","6e+05"
"CybershadeEDM","6e+05"
"NYRangers","6e+05"
"Dziadek93","6e+05"
"Tesla","6e+05"
"Marshi","6e+05"
"Bluedog25123","6e+05"
"Dash","6e+05"
"NorwegianDemon","6e+05"
"Juho","6e+05"
"VerdantSky","6e+05"
"Southie","6e+05"
"spidey","6e+05"
"BoxOfRox","6e+05"
"Carpy48","6e+05"
"AuggieO","6e+05"
"Clint Eastwood","6e+05"
"Durodo","6e+05"
"McAl95","6e+05"
"EricNCSU","6e+05"
"tomtommen","6e+05"
"captainsb","6e+05"
"Soviet Sexpot","6e+05"
"admiralballtr8s","6e+05"
"leafsftw1967","6e+05"
"Barracuda","6e+05"
"CptSquall","6e+05"
"Ivornen","6e+05"
"beeguy75","6e+05"
"TipToasty","6e+05"
"Urq660","6e+05"
"Zerg","6e+05"
"puolivalmiste","6e+05"
"Gaia Mormont","6e+05"
"retuperkele","6e+05"
"mcpumpkin","6e+05"
"Voltagefusion","6e+05"
"bobdigi9","6e+05"
"amjohnson636","6e+05"
"NessleKrunk","6e+05"
"Leatherneckmike","6e+05"
"Chris","6e+05"
"Metafiction","6e+05"
"soulja","6e+05"
"BANACKOCK","6e+05"
"Aleris","6e+05"
"diacope","6e+05"
"Duilio05","6e+05"
"MuNk22","6e+05"
"babufrik","6e+05"
"LeakyCink","6e+05"
"Aephino","6e+05"
"icnatspel","6e+05"
"LadyLunaria","6e+05"
"Muerto","6e+05"
"TheGame052","6e+05"
"Gallade081","6e+05"
"hockeymil","6e+05"
"roquefort","6e+05"
"FourFour","6e+05"
"prattk1987","6e+05"
"Weaves","6e+05"
"Toaster","6e+05"
"jason97","6e+05"
"Nol15736","6e+05"
"Thunfish","6e+05"
"CharethCutestory78","6e+05"
"By-Tor","6e+05"
"Salming","6e+05"
"Chara-zard","6e+05"
"TubaDeus","6e+05"
"robstien","6e+05"
"FaeFiyaa","6e+05"
"SauceM","6e+05"
"RoyRivers","6e+05"
"swoosh","6e+05"
"LukeToussaint","6e+05"
"sofiem964","6e+05"
"Ronniewalker","6e+05"
"ihatereyson","6e+05"
".Laser","6e+05"
"bluesfan55","6e+05"
"Dman2213","6e+05"
"visceralpotamus","6e+05"
"5ympathies","6e+05"
"laynr.h","6e+05"
"JumpierPegasus","6e+05"
"mkp224","6e+05"
"Norm McDangles","6e+05"
"NoFace","6e+05"
"ibuprofenaddict","6e+05"
"NJBadApple","6e+05"
"jacobcarson877","6e+05"
"birb","6e+05"
"McLumberjack","6e+05"
"Valpix","6e+05"
"efischermann","6e+05"
"ShadowFenix","6e+05"
"bjkman","6e+05"
"Gifter of Bikes","6e+05"
"LordBallGag","6e+05"
"Mtstreaks04","6e+05"
"Lpapi","6e+05"
"hhh81","6e+05"
"egregious","6e+05"
"slothfacekilla","6e+05"
"plummdogmillionaire","6e+05"
"Rindiee","6e+05"
"CementHands","6e+05"
"anywheresoundsnice","6e+05"
"bbjygm","6e+05"
"notoriousTRON","6e+05"
"MrPresident","6e+05"
"YetiTaz","6e+05"
"Cobbenstein","6e+05"
"CapnCooper","6e+05"
"Troy_McClure03","6e+05"
"HoodRatRoyalty","6e+05"
"Obsolete","6e+05"
"bbp","6e+05"
"Happytimes","6e+05"
"Renomitsu","6e+05"
"ViN","6e+05"
"schotte74","6e+05"
"Allegiant","6e+05"
"Beavie","6e+05"
"Lorenzion","6e+05"
"Stamkos Is My Dad","6e+05"
"Keven","6e+05"
"synes7hesia","6e+05"
"Thunder39","6e+05"
"eerku","6e+05"
"brolafleur9","6e+05"
"Skeezer","6e+05"
"Jexter","6e+05"
"Nike","6e+05"
"FingolfinandRingil","6e+05"
"Chevy","6e+05"
"icewindoo","6e+05"
"CamGoldenGun","6e+05"
"scudmuffin19","6e+05"
"nasbase","6e+05"
"Chris-McZehrl","6e+05"
"Tmoney6996","6e+05"
"Jakesdy","6e+05"
"JamesT","6e+05"
"leviadan","6e+05"
"ValorX77","6e+05"
"Vrain","6e+05"
"GreekGod","6e+05"
"Moreorless89","6e+05"
"sobrien6187","6e+05"
"Murtsi","6e+05"
"iamslm22","6e+05"
"OrbitingDeath","6e+05"
"Rich","6e+05"
"PhuZeRK","6e+05"
"Tate","6e+05"
"xNJRangerFanx","6e+05"
