"col1","col2"
"Toast","1e+05"
"Nhamlet","1e+05"
"Thunfish","1e+05"
"Whitecap","1e+05"
"orangie","1e+05"
"tweedledunn","1e+05"
"Fluw","1e+05"
"Thelastheraclid","1e+05"
"ACapitalChicago","1e+05"
"hotdog","1e+05"
"sköldpaddor","1e+05"
"Rich","1e+05"
"Andy","1e+05"
"McGriddy10","1e+05"
"narb111","1e+05"
"Ragnar","1e+05"
"SvgeMars","2e+05"
"XxCL16xX","2e+05"
"High Stick King","2e+05"
"Dewalt27","2e+05"
"bdu754","2e+05"
"scudmuffin19","2e+05"
"AW13","2e+05"
"JT3","2e+05"
"KlusteR","2e+05"
"esilverm","2e+05"
"CptSquall","2e+05"
"Ace","2e+05"
"Muerto","2e+05"
"domffl","2e+05"
"Grum","2e+05"
"Matty86","2e+05"
"JNH","2e+05"
"raymond3000","2e+05"
"hockeyfan","3e+05"
"boom","3e+05"
"mastersheep","3e+05"
"Evil_AllBran","3e+05"
"Ohtaay","3e+05"
"WildfireMicro","3e+05"
"Yagoyi","3e+05"
"RedCapeDiver","3e+05"
"Chevy","3e+05"
"luke","3e+05"
"NYR73","3e+05"
"EmoLeBron","4e+05"
"efischermann","4e+05"
"RAmenAmen","4e+05"
"zeagle1","4e+05"
"Operation Ivy","4e+05"
"liebolda","4e+05"
"Acsolap","4e+05"
"Scrufdaddy","4e+05"
"Atox","4e+05"
"dogwoodmaple","4e+05"
"Festinator","4e+05"
"Crunk","4e+05"
"Nictox","4e+05"
"JURT","4e+05"
"C9Van","4e+05"
"TheHammer43","4e+05"
"Punk42AE","4e+05"
"minaj27","4e+05"
"SpartanGibbles","4e+05"
"HabsFanFromOntario","4e+05"
"Samsung virtual assistant","4e+05"
"Lime","4e+05"
"vic03","4e+05"
"Sburbine","4e+05"
"bluesfan55","4e+05"
"Inf1d3l","4e+05"
"tomtommen","5e+05"
"Carpy48","5e+05"
"gaby","5e+05"
"Frenchie","5e+05"
"downer","5e+05"
"leviadan","5e+05"
"Seany148","6e+05"
"Valpix","6e+05"
"Wearingabear","6e+05"
"golden_apricot","6e+05"
"nerji","6e+05"
"mcpumpkin","6e+05"
"spidey","6e+05"
"Z-Whiz","6e+05"
"charlieconway","6e+05"
"MCP_","6e+05"
"Randominoe","6e+05"
"OrbitingDeath","6e+05"
"Henrik","6e+05"
"Estovich","6e+05"
"Eggcracker9","6e+05"
"5ympathies","6e+05"
"MMFLEX","6e+05"
"Rangerjase","6e+05"
"RashfordU","6e+05"
"kenvald","6e+05"
"Tesla","6e+05"
"Ronniewalker","6e+05"
"Nike","6e+05"
"ValorX77","6e+05"
"FuriousChicken","6e+05"
"MikeLiut","6e+05"
"RainDelay","6e+05"
"the5urreal","6e+05"
"natedoeshockey","6e+05"
"lore","6e+05"
"WannabeFinn","6e+05"
"retuperkele","6e+05"
"thiefofcheese","6e+05"
"FaraDian","6e+05"
"hhh81","6e+05"
"Aneeqs","6e+05"
"slothfacekilla","6e+05"
"erikvm","6e+05"
"jbay7","6e+05"
"DrunkenTeddy","6e+05"
"CapnCooper","6e+05"
"steveoiscool","6e+05"
"Toivo","6e+05"
"CementHands","6e+05"
"TnlAstatine","6e+05"
"KaleSalad","6e+05"
"BarnabasCollins","6e+05"
"SewingWithNancy","6e+05"
"JuOSu","6e+05"
"Anthique","6e+05"
"Marcul_le_depanneur","6e+05"
"Wheels","6e+05"
"chetib","6e+05"
"mystick","6e+05"
"DarkCanuck29","6e+05"
"Keven","6e+05"
"39alaska39","6e+05"
"Salming","6e+05"
"ElMerchanto","6e+05"
"Beta","6e+05"
"Duga","6e+05"
"leafsftw1967","6e+05"
"bbjygm","6e+05"
"JamesT","6e+05"
