"username","amount"
"yosh","1e+05"
"Confusion","1e+05"
"MMFLEX","1e+05"
"mer","1e+05"
"Serpe x 13","1e+05"
"Whitecap","1e+05"
"kahri","1e+05"
"SirInfernos","1e+05"
"Ohtaay","1e+05"
"Count Chocula","1e+05"
"WannabeFinn","1e+05"
"Aford9910","1e+05"
"Ara","2e+05"
"ProjectSaint","2e+05"
"mattebleu","2e+05"
"Australiankek","2e+05"
"Gordon Bombay","2e+05"
"Rotti","2e+05"
"Rookyi","2e+05"
"Punk42AE","2e+05"
"majesiu","2e+05"
"skyrrhawk","2e+05"
"HillsHaveHats","2e+05"
"ctots","2e+05"
"jaypc8237","2e+05"
"No Goal","2e+05"
"LampLighter","2e+05"
"MattyJ","2e+05"
"Zag","2e+05"
"mcpumpkin","2e+05"
"Zerg","2e+05"
"Habsfan_nick","2e+05"
"OblivionWalker","2e+05"
"lunaripcole","2e+05"
"PonceAR","2e+05"
"ItsSwitchh","2e+05"
"kdr","2e+05"
"mystick","2e+05"
"ephenssta","2e+05"
"cbx","2e+05"
"Vice","2e+05"
"Le Thrill","2e+05"
"Mutedfaith","2e+05"
"oknom","2e+05"
"McGriddy10","2e+05"
"solas","2e+05"
"JBeckQuest","2e+05"
"Z0REM","2e+05"
"TubaDeus","2e+05"
"Ricer13","2e+05"
"ItzzNukee","2e+05"
"AdamEPlays","2e+05"
"SewingWithNancy","2e+05"
"HabsFanFromOntario","3e+05"
"Lime","3e+05"
"RashfordU","3e+05"
"Noruoficeland","4e+05"
"kb.m","4e+05"
"Dextaria","4e+05"
"unconfident69","4e+05"
"Rancidbudgie","4e+05"
"Z-Whiz","4e+05"
"thatguy131","4e+05"
"VerdantSky","4e+05"
"anuragb","4e+05"
"Tsunny","4e+05"
"Just-Here-To-not-Get-Fined","4e+05"
"Good_Ole_Kimmy","4e+05"
"Colton_MC","4e+05"
"Louchyz","4e+05"
"Gallade081","4e+05"
"soulja","4e+05"
"the5urreal","4e+05"
"Jonnyhockey17","4e+05"
"Summerstood","4e+05"
"Nike","4e+05"
"CybershadeEDM","4e+05"
"AuggieO","4e+05"
"Marshi","4e+05"
"Joriel","4e+05"
"sköldpaddor","4e+05"
"Shiamus","4e+05"
"Log Wolverine Hunts","4e+05"
"TheLokiWild","4e+05"
"GabeyD","4e+05"
"Vulfzilla","4e+05"
"Nictox","4e+05"
"Katth","4e+05"
"Jimbo1990","4e+05"
"Cobbenstein","4e+05"
"mkp224","4e+05"
"ColonelSaunders","4e+05"
"dankoa","5e+05"
"Mongoose87","5e+05"
"Rich","5e+05"
"MuNk22","5e+05"
"sswiss","6e+05"
"Scrufdaddy","6e+05"
"Acsolap","6e+05"
"Drokeep","6e+05"
"sixhausen","6e+05"
"amjohnson636","6e+05"
"Tesla","6e+05"
"Magenta","6e+05"
"Dash","6e+05"
"KalixIzalumi","6e+05"
"egregious","6e+05"
"MattyIce","6e+05"
"Toivo","6e+05"
"jason97","6e+05"
"BANACKOCK","6e+05"
"Vumion","6e+05"
"OVOXO","6e+05"
"Huck24","6e+05"
"tredpalo","6e+05"
"Bongo","6e+05"
"hockeymil","6e+05"
"xenosthelegend","6e+05"
"roquefort","6e+05"
"jackkmart","6e+05"
"plummdogmillionaire","6e+05"
"Arkz","6e+05"
"PixelNick13","6e+05"
"zeagle1","6e+05"
"jerometuna","6e+05"
"Schocar","6e+05"
"sofiem964","6e+05"
"charlieconway","6e+05"
"Brenadyr","6e+05"
"Thunfish","6e+05"
"TomServo","6e+05"
"Casey","6e+05"
"Pelochyta","6e+05"
"Popol","6e+05"
"micool132","6e+05"
"CharethCutestory78","6e+05"
"Bearen","6e+05"
"Deli","6e+05"
"Durodo","6e+05"
"RoyRivers","6e+05"
"Chris","6e+05"
"ByrdeMan","6e+05"
"Bluedog25123","6e+05"
"Mtstreaks04","6e+05"
"vbottas17","6e+05"
"fubaguy","6e+05"
"BXM","6e+05"
"Juho","6e+05"
"Tmoney6996","6e+05"
"Gifter of Bikes","6e+05"
"Vrain","6e+05"
"Muerto","6e+05"
"GrilledTwinkiez","6e+05"
"ZodiacEXE","6e+05"
"jcole","6e+05"
"tomtommen","6e+05"
"puolivalmiste","6e+05"
"Rtpc31","6e+05"
"Gaia Mormont","6e+05"
"Carpy48","6e+05"
"NorwegianDemon","6e+05"
"Renomitsu","6e+05"
"RainDelay","6e+05"
"Vastbluepuppy424","6e+05"
"TipToasty","6e+05"
"Weaves","6e+05"
"Esso2264","6e+05"
"NJBadApple","6e+05"
"ForSucksFake","6e+05"
"schotte74","6e+05"
"Operation Ivy","6e+05"
"Dziadek93","6e+05"
"Keven","6e+05"
"TheWoZy","6e+05"
"RAmenAmen","6e+05"
"spidey","6e+05"
"Dman2213","6e+05"
