"username","amount"
"bjkman","1e+05"
"Pyro182","1e+05"
"MaryFaw","1e+05"
"Gwdjohnson","1e+05"
"G2019","1e+05"
"RomanesEuntDomus","1e+05"
"Cameron269","1e+05"
"takethehorizon","1e+05"
"Leppish","1e+05"
"JURT","1e+05"
"Seany148","1e+05"
"walkersmith","1e+05"
"boom","1e+05"
"ephenssta","1e+05"
"Henrik","1e+05"
"Bubba Tree","2e+05"
"jsteele14","2e+05"
"Sizz","2e+05"
"5ympathies","2e+05"
"Dindog","2e+05"
"Kaliyevl34l","2e+05"
"jj2416","2e+05"
"golden_apricot","2e+05"
"Konelu","2e+05"
"unconfident69","2e+05"
"LordBallGag","2e+05"
"Z-Whiz","2e+05"
"zeagle1","2e+05"
"Poiklm","2e+05"
"DrunkenTeddy","2e+05"
"Akoustique","2e+05"
"Tsunny","2e+05"
"kit","2e+05"
"Massive Coiler","2e+05"
"zaynzk","2e+05"
"39alaska39","2e+05"
"kenvald","2e+05"
"NYR73","2e+05"
"chetib","2e+05"
"AW13","2e+05"
"Dhoop","2e+05"
"grimgrum","2e+05"
"ThisSeemsFishy","2e+05"
"CrazyMojito","2e+05"
"echlyrica","2e+05"
"Vulfzilla","2e+05"
"Rangerjase","3e+05"
"Valpix","3e+05"
"FaraDian","3e+05"
"Caleb","3e+05"
"Spartan","4e+05"
"Toivo","4e+05"
"droop","4e+05"
"taterswc","4e+05"
"DigDoug11","4e+05"
"Accka","4e+05"
"Scrufdaddy","4e+05"
"Hungy Fella","4e+05"
"Possum Queen","4e+05"
"Repgnar","4e+05"
"MyLittleHexx","4e+05"
"Stanger77","4e+05"
"natedoeshockey","4e+05"
"Punk42AE","4e+05"
"Ohtaay","4e+05"
"Grybyx","4e+05"
"Wearingabear","4e+05"
"FuriousChicken","4e+05"
"NaomiMannequeen","4e+05"
"VRapa","4e+05"
"KaleSalad","4e+05"
"MuNk22","4e+05"
"Ultimatedestroye","4e+05"
"Bongo","4e+05"
"locrianmidwest","4e+05"
"Crazylemire","4e+05"
"Mayuu","4e+05"
"CementHands","4e+05"
"Arcalegion","4e+05"
"hockeyfan","4e+05"
"wizard_literal","4e+05"
"Halkohol","4e+05"
"Waldo","4e+05"
"JaytheGreat","4e+05"
"MMFLEX","4e+05"
"mystick","4e+05"
"goilers","4e+05"
"IntelligentPea8396","4e+05"
"Canadian_Goose25","4e+05"
"Operation Ivy","4e+05"
"st4rface","4e+05"
"pauadrian","4e+05"
"TannerPitts","4e+05"
"sliceruser","4e+05"
"ElMerchanto","4e+05"
"bobdigi9","4e+05"
"Muerto","4e+05"
"No Goal","4e+05"
"goldenglutes","4e+05"
"r0tzbua","4e+05"
"Schocar","4e+05"
"the5urreal","4e+05"
"vbottas17","4e+05"
"thiefofcheese","4e+05"
"TheOPSquid","4e+05"
"Wyattt.__","4e+05"
"Urq660","4e+05"
"steveoiscool","4e+05"
"Esso2264","4e+05"
"Connor McDusty","4e+05"
"spidey","5e+05"
"jjlangabeer","5e+05"
"xjoverax","5e+05"
"Tesla","5e+05"
"Nictox","5e+05"
"jbay7","5e+05"
"oknom","5e+05"
"Chevy","5e+05"
"sköldpaddor","5e+05"
"UberBJ","5e+05"
"Dextaria","5e+05"
"CR225","5e+05"
"WannabeFinn","5e+05"
"Kalakar","5e+05"
"Mysterious_Fish","5e+05"
"Andy","5e+05"
"hhh81","5e+05"
"PapaSorin","6e+05"
"Rabidsponge21","6e+05"
"Australiankek","6e+05"
"Wheels","6e+05"
