"col1","col2"
"Dainjah","1e+05"
"kahri","1e+05"
"boom","1e+05"
"Samsung virtual assistant","1e+05"
"Vaxlare","1e+05"
"aeonsjenni","1e+05"
"NYR73","1e+05"
"ACapitalChicago","1e+05"
"Kaliyevl34l","1e+05"
"Froste39","1e+05"
"echlyrica","1e+05"
"Seany148","1e+05"
"MCP_","2e+05"
"SvgeMars","2e+05"
"leafsftw1967","2e+05"
"Lime","2e+05"
"bluesfan55","2e+05"
"efischermann","2e+05"
"jsteele14","2e+05"
"LordBirdman","2e+05"
"Cycro","2e+05"
"tomtommen","2e+05"
"Rangerjase","2e+05"
"Z-Whiz","2e+05"
"BadWolf","2e+05"
"thiefofcheese","2e+05"
"linsangeles","2e+05"
"Katth","2e+05"
"ElMerchanto","2e+05"
"yosh","2e+05"
"Z0REM","2e+05"
"liebolda","2e+05"
".bojo","2e+05"
"slothfacekilla","2e+05"
"Festinator","2e+05"
"FaraDian","3e+05"
"Ohtaay","3e+05"
"Dindog","3e+05"
"JaytheGreat","3e+05"
"LordBallGag","3e+05"
"WannabeFinn","3e+05"
"Accka","3e+05"
"BANACKOCK","4e+05"
"mcpumpkin","4e+05"
"MrPrime","4e+05"
"CementHands","4e+05"
"Scrufdaddy","4e+05"
"5ympathies","4e+05"
"dogwoodmaple","4e+05"
"Nictox","4e+05"
"hockeyfan","4e+05"
"zeagle1","4e+05"
"DigDoug11","4e+05"
"Atox","4e+05"
"natedoeshockey","4e+05"
"raymond3000","4e+05"
"Crash_Conrad","4e+05"
"KaleSalad","4e+05"
"Aneeqs","4e+05"
"dasboot","4e+05"
"Chevy","4e+05"
"Salming","4e+05"
"EmoLeBron","4e+05"
"charlieconway","4e+05"
"golden_apricot","4e+05"
"Justice","4e+05"
"retuperkele","5e+05"
"downer","5e+05"
"Reedy0rNot","5e+05"
"sköldpaddor","5e+05"
"Figgy","5e+05"
"Southie","5e+05"
"Wheels","6e+05"
"spidey","6e+05"
"Thunfish","6e+05"
"Punk42AE","6e+05"
"jbay7","6e+05"
"Carpy48","6e+05"
"FuriousChicken","6e+05"
"soevil","6e+05"
"C9Van","6e+05"
"CptSquall","6e+05"
"PapaSorin","6e+05"
"Marcul_le_depanneur","6e+05"
"BarnabasCollins","6e+05"
"mystick","6e+05"
"Weaves","6e+05"
"Tesla","6e+05"
"the5urreal","6e+05"
"st4rface","6e+05"
"NorwegianDemon","6e+05"
"domffl","6e+05"
"Toivo","6e+05"
"39alaska39","6e+05"
"RainDelay","6e+05"
"Ashes","6e+05"
"Australiankek","6e+05"
"electrictree","6e+05"
"Wearingabear","6e+05"
"Hungy Fella","6e+05"
"WildfireMicro","6e+05"
"mee","6e+05"
"JT3","6e+05"
"MikeLiut","6e+05"
"Operation Ivy","6e+05"
"wizard_literal","6e+05"
"SledgehammerPete","6e+05"
"puolivalmiste","6e+05"
"Anthique","6e+05"
"steveoiscool","6e+05"
"JuOSu","6e+05"
"Eggcracker","6e+05"
"leviadan","6e+05"
"Aephino","6e+05"
"MyLittleHexx","6e+05"
"JamesT","6e+05"
"bbjygm","6e+05"
"Keven","6e+05"
"kenvald","6e+05"
"SewingWithNancy","6e+05"
"Andy","6e+05"
"hhh81","6e+05"
"CapnCooper","6e+05"
