"col1","col2"
"RomanesEuntDomus","1e+05"
"gaby","1e+05"
"Thunfish","1e+05"
"Flowseidon","1e+05"
"zaybae","1e+05"
"sköldpaddor","1e+05"
"TheHammer43","1e+05"
"boom","1e+05"
"hockeyfan","1e+05"
"PremierBromanov","1e+05"
"EmoLeBron","1e+05"
"Hallsy","1e+05"
"Nhamlet","1e+05"
"JustHereToLeave","1e+05"
"Atox","2e+05"
"MCP_","2e+05"
"kenvald","2e+05"
"dankoa","2e+05"
"dac","2e+05"
"jay2233","2e+05"
"Randominoe","2e+05"
"raymond3000","2e+05"
"Jepox","2e+05"
"ValorX77","2e+05"
"gurbs","2e+05"
"Z0REM","2e+05"
"scudmuffin19","2e+05"
"luke","2e+05"
"5ympathies","2e+05"
"Gwdjohnson","2e+05"
"RedCapeDiver","2e+05"
"JNH","2e+05"
"Matty86","2e+05"
"LarryTheMVP","2e+05"
"Whitecap","3e+05"
"SledgehammerPete","3e+05"
"CptSquall","3e+05"
"RAmenAmen","3e+05"
"slothfacekilla","3e+05"
"Evil_AllBran","3e+05"
"Lime","3e+05"
"bluesfan55","3e+05"
"dogwoodmaple","3e+05"
"liebolda","4e+05"
"Festinator","4e+05"
"Gumbaman","4e+05"
"WubbaLubbaDubDub184","4e+05"
"natedoeshockey","4e+05"
"CementHands","4e+05"
"Nike","4e+05"
"bdu754","4e+05"
"Matteo","4e+05"
"Aneeqs","4e+05"
"Rangerjase","4e+05"
"WildfireMicro","4e+05"
"SewingWithNancy","4e+05"
"Toivo","4e+05"
"XxCL16xX","4e+05"
"Sburbine","4e+05"
"OrbitingDeath","4e+05"
"NorwegianDemon","5e+05"
"Valpix","5e+05"
"Ohtaay","5e+05"
"LordBallGag","5e+05"
"hhh81","5e+05"
"DrunkenTeddy","5e+05"
"C9Van","5e+05"
"Seany148","5e+05"
"Duga","5e+05"
"Toast","5e+05"
"Chevy","5e+05"
"mastersheep","5e+05"
"Z-Whiz","6e+05"
"RashfordU","6e+05"
"erikvm","6e+05"
"efischermann","6e+05"
"Carpy48","6e+05"
"Frenchie","6e+05"
"NYR73","6e+05"
"RainDelay","6e+05"
"nerji","6e+05"
"mystick","6e+05"
"golden_apricot","6e+05"
"Scrufdaddy","6e+05"
"Wearingabear","6e+05"
"chetib","6e+05"
"FaraDian","6e+05"
"Marcul_le_depanneur","6e+05"
"KaleSalad","6e+05"
"Eggcracker9","6e+05"
"Operation Ivy","6e+05"
"spidey","6e+05"
"TheDangaZone","6e+05"
"JURT","6e+05"
"MMFLEX","6e+05"
"FuriousChicken","6e+05"
"Henrik","6e+05"
"jbay7","6e+05"
"SpartanGibbles","6e+05"
"Wheels","6e+05"
"Tesla","6e+05"
"mcpumpkin","6e+05"
"zeagle1","6e+05"
"charlieconway","6e+05"
"tomtommen","6e+05"
"minaj27","6e+05"
"lore","6e+05"
"WannabeFinn","6e+05"
"downer","6e+05"
"Nictox","6e+05"
"JT3","6e+05"
"BadWolf","6e+05"
"JamesT","6e+05"
"domffl","6e+05"
"Estovich","6e+05"
"39alaska39","6e+05"
"Crunk","6e+05"
"hewasajazzman","6e+05"
"the5urreal","6e+05"
"Anthique","6e+05"
"Katth","6e+05"
"MikeLiut","6e+05"
"micool132","6e+05"
"Ronniewalker","6e+05"
"CapnCooper","6e+05"
"TnlAstatine","6e+05"
"leviadan","6e+05"
"steveoiscool","6e+05"
"JuOSu","6e+05"
"BarnabasCollins","6e+05"
"retuperkele","6e+05"
"Keven","6e+05"
"DarkCanuck29","6e+05"
"leafsftw1967","6e+05"
"SvgeMars","6e+05"
"ElMerchanto","6e+05"
"thiefofcheese","6e+05"
"bbjygm","6e+05"
"Salming","6e+05"
