"username","amount"
"G2019","1e+05"
"Citizen of Adraa","1e+05"
"WannabeFinn","1e+05"
"HillsHaveHats","2e+05"
"Hetaksh","2e+05"
"Whitecap","2e+05"
"AW13","2e+05"
"OVOXO","2e+05"
"charlieconway","2e+05"
"kb.m","2e+05"
"Gordon Bombay","2e+05"
"Tripl3tsGamer","2e+05"
"Magenta","2e+05"
"AuggieO","2e+05"
"pboomg","2e+05"
"Confusion","2e+05"
"Lime","2e+05"
"Andy","2e+05"
"ThePyroAlpaca","2e+05"
"Voltagefusion","2e+05"
"Joriel","2e+05"
"sixhausen","2e+05"
"sarmo","2e+05"
"LeakyCink","2e+05"
"Shiamus","2e+05"
"Jer","2e+05"
"Caspwad","2e+05"
"thewhovian","2e+05"
"FaraDian","2e+05"
"Dangles13","2e+05"
"Mr35","2e+05"
"hockeyfan","2e+05"
"Rokkat","2e+05"
"Kyamprac","2e+05"
"Grum","2e+05"
"Kaleb2897","2e+05"
"LordBallGag","2e+05"
"ForSucksFake","2e+05"
"amjohnson636","2e+05"
"CptSquall","2e+05"
"JuOSu","2e+05"
"JonWane12","2e+05"
"Dextaria","2e+05"
"Zinny","2e+05"
"Spyal","2e+05"
"MrPrime","2e+05"
"kdr","2e+05"
"NYR73","3e+05"
"VerdantSky","4e+05"
"sadie","4e+05"
"Arkz","4e+05"
"skyrrhawk","4e+05"
"robstien","4e+05"
"FnoRespect","4e+05"
"Mongoose87","4e+05"
"mer","4e+05"
"Operation Ivy","4e+05"
"frithjofr","4e+05"
"RainDelay","4e+05"
"yosh","4e+05"
"cowbutch","4e+05"
"Katth","4e+05"
"anuragb","4e+05"
"BoxOfRox","4e+05"
"thatguy131","4e+05"
"trashae","4e+05"
"Ashes","4e+05"
"MattyIce","4e+05"
"Cuffy","4e+05"
"golden_apricot","4e+05"
"ludovinci","4e+05"
"ilgatto","4e+05"
"Pelochyta","4e+05"
"ibuprofenaddict","4e+05"
"vbottas17","4e+05"
"Alaska","4e+05"
"MMFLEX","4e+05"
"RashfordU","4e+05"
"Sevrin","4e+05"
"Log Wolverine Hunts","4e+05"
"Mysterious_Fish","4e+05"
"soulja","4e+05"
"TheOPSquid","4e+05"
"Snussu","4e+05"
"NYRangers","4e+05"
"a_canuck","4e+05"
"dankoa","4e+05"
"GabeyD","4e+05"
"lemonoppy","4e+05"
"Rtpc31","4e+05"
"Papajon","5e+05"
"Kikou","5e+05"
"BANACKOCK","5e+05"
"tomtommen","6e+05"
"Tsunny","6e+05"
"Chris","6e+05"
"Scrufdaddy","6e+05"
"bobdigi9","6e+05"
