"col1","col2"
"WubbaLubbaDubDub184","1e+05"
"Dindog","1e+05"
"Accka","1e+05"
"adison","1e+05"
"Rich","1e+05"
"RomanesEuntDomus","1e+05"
"JURT","1e+05"
"Henrik","1e+05"
"SewingWithNancy","2e+05"
"zeagle1","2e+05"
"LarryTheMVP","2e+05"
"Ronniewalker","2e+05"
"MCP_","2e+05"
"Whitecap","2e+05"
"Festinator","2e+05"
"natedoeshockey","2e+05"
"Punk42AE","2e+05"
"5ympathies","2e+05"
"Randominoe","2e+05"
"mastersheep","2e+05"
"jtanner20","2e+05"
"XxCL16xX","2e+05"
"micool132","2e+05"
"DorkDipplet","2e+05"
"NYR73","2e+05"
"Muerto","2e+05"
"Samsung virtual assistant","2e+05"
"SpartanGibbles","2e+05"
"linsangeles","2e+05"
"Thunfish","2e+05"
"Salming","2e+05"
"McGriddy10","2e+05"
"SledgehammerPete","2e+05"
"UptownCord","2e+05"
"efischermann","2e+05"
"Southie","2e+05"
"minaj27","2e+05"
"Matty86","2e+05"
"teztify","2e+05"
"Ohtaay","3e+05"
"Atox","3e+05"
"sköldpaddor","3e+05"
"Evil_AllBran","3e+05"
"st4rface","3e+05"
"jbay7","3e+05"
"dogwoodmaple","3e+05"
"CementHands","3e+05"
"LordBallGag","3e+05"
"OrbitingDeath","3e+05"
"Crash_Conrad","4e+05"
"wizard_literal","4e+05"
"BANACKOCK","4e+05"
"LeSizz","4e+05"
"Reedy0rNot","4e+05"
"boom","4e+05"
"Marcul_le_depanneur","4e+05"
"raymond3000","4e+05"
"hockeyfan","4e+05"
"KaleSalad","4e+05"
"Anthique","4e+05"
"jlutz14","4e+05"
".bojo","4e+05"
"retuperkele","4e+05"
"Scrufdaddy","4e+05"
"C9Van","4e+05"
"chetib","4e+05"
"Aneeqs","4e+05"
"Toivo","4e+05"
"kenvald","4e+05"
"DarkCanuck29","4e+05"
"domffl","4e+05"
"TheDangaZone","4e+05"
"liebolda","5e+05"
"mee","5e+05"
"soevil","5e+05"
"Aephino","5e+05"
"Chevy","5e+05"
"Valpix","5e+05"
"Wearingabear","5e+05"
"RainDelay","6e+05"
"Australiankek","6e+05"
"mcpumpkin","6e+05"
"downer","6e+05"
"Seany148","6e+05"
"Operation Ivy","6e+05"
"NorwegianDemon","6e+05"
"spidey","6e+05"
"Ashes","6e+05"
"WildfireMicro","6e+05"
"FaraDian","6e+05"
"hewasajazzman","6e+05"
"Figgy","6e+05"
"Frenchie","6e+05"
"Tesla","6e+05"
"mystick","6e+05"
"Nictox","6e+05"
"MMFLEX","6e+05"
"Carpy48","6e+05"
"Lime","6e+05"
"tomtommen","6e+05"
"Wheels","6e+05"
"JT3","6e+05"
"leafsftw1967","6e+05"
"WannabeFinn","6e+05"
"slothfacekilla","6e+05"
"the5urreal","6e+05"
"Eggcracker9","6e+05"
"erikvm","6e+05"
"BarnabasCollins","6e+05"
"leviadan","6e+05"
"puolivalmiste","6e+05"
"TheHammer43","6e+05"
"hhh81","6e+05"
"MyLittleHexx","6e+05"
"thiefofcheese","6e+05"
"JuOSu","6e+05"
"FuriousChicken","6e+05"
"MikeLiut","6e+05"
"Tanner","6e+05"
"steveoiscool","6e+05"
"Hungy Fella","6e+05"
"Keven","6e+05"
"CptSquall","6e+05"
"JamesT","6e+05"
"39alaska39","6e+05"
"bbjygm","6e+05"
"CapnCooper","6e+05"
