"username","amount"
"echlyrica","1e+05"
"ACapitalChicago","1e+05"
"Psanchez55","1e+05"
"Leppish","1e+05"
"RomanesEuntDomus","1e+05"
"Rich","1e+05"
"Toast","1e+05"
"Frenchie","1e+05"
"Fitted2106","1e+05"
"McGriddy10","1e+05"
"Redderder15","2e+05"
"LordBirdman","2e+05"
"diacope","2e+05"
"wumaduce","2e+05"
"minaj27","2e+05"
"LampLighter","2e+05"
"39alaska39","2e+05"
"Ashes","2e+05"
"Mayuu","2e+05"
"Runningman434","2e+05"
"5ympathies","2e+05"
"Punk42AE","2e+05"
"Andy","2e+05"
"Spartan","2e+05"
"raymond3000","2e+05"
"LordBallGag","2e+05"
"AW13","2e+05"
"CementHands","2e+05"
"natedoeshockey","2e+05"
"Southie","2e+05"
"zaybae","2e+05"
"mee","2e+05"
"golden_apricot","2e+05"
"Crazytomato","2e+05"
"Figgy","2e+05"
"tomtommen","2e+05"
"takethehorizon","2e+05"
"ElMerchanto","2e+05"
"CloudRobot","2e+05"
"dogwoodmaple","3e+05"
"WannabeFinn","3e+05"
"ValorX77","3e+05"
"zeagle1","3e+05"
"Rangerjase","3e+05"
"MMFLEX","4e+05"
"EmoLeBron","4e+05"
"Rotti","4e+05"
"Hungy Fella","4e+05"
"Crash_Conrad","4e+05"
"RainDelay","4e+05"
"MikeLiut","4e+05"
"DigDoug11","4e+05"
"UptownCord","4e+05"
"charlieconway","4e+05"
"dasboot","4e+05"
"JR95","4e+05"
"linsangeles","4e+05"
"Nictox","4e+05"
"Z0REM","4e+05"
"Lime","4e+05"
"liebolda","4e+05"
"Sburbine","4e+05"
"SledgehammerPete","4e+05"
"Carpy48","4e+05"
"SewingWithNancy","4e+05"
"CrazyMojito","4e+05"
"Takk806","4e+05"
"leafsftw1967","4e+05"
"JuOSu","4e+05"
"Atox","5e+05"
"Reedy0rNot","5e+05"
"NorwegianDemon","5e+05"
"micool132","6e+05"
"domffl","6e+05"
"Ohtaay","6e+05"
"kahri","6e+05"
"FaraDian","6e+05"
"Vaxlare","6e+05"
"Cycro","6e+05"
"cly","6e+05"
"yosh","6e+05"
"LeSizz","6e+05"
"notorioustig","6e+05"
".bojo","6e+05"
"Nike","6e+05"
"Tesla","6e+05"
"MyLittleHexx","6e+05"
"electrictree","6e+05"
"Katth","6e+05"
"Wearingabear","6e+05"
"MrPresident","6e+05"
"BarnabasCollins","6e+05"
"AK41","6e+05"
"C9Van","6e+05"
"wizard_literal","6e+05"
"WildfireMicro","6e+05"
"KaleSalad","6e+05"
"Schwartzy","6e+05"
"BANACKOCK","6e+05"
"PapaSorin","6e+05"
"Australiankek","6e+05"
"hockeyfan","6e+05"
"spidey","6e+05"
"Thunfish","6e+05"
"SvgeMars","6e+05"
"oknom","6e+05"
"awils13","6e+05"
"trella","6e+05"
"FuriousChicken","6e+05"
"Weaves","6e+05"
"slothfacekilla","6e+05"
"scudmuffin19","6e+05"
"mystick","6e+05"
"Aneeqs","6e+05"
"st4rface","6e+05"
"Operation Ivy","6e+05"
"hhh81","6e+05"
"Aephino","6e+05"
"retuperkele","6e+05"
"downer","6e+05"
"Wheels","6e+05"
"fubaguy","6e+05"
"RaidTheArcade","6e+05"
"the5urreal","6e+05"
"steveoiscool","6e+05"
"sliceruser","6e+05"
"jbay7","6e+05"
"bbjygm","6e+05"
"leviadan","6e+05"
"Salming","6e+05"
"puolivalmiste","6e+05"
"dylanjj37","6e+05"
"soevil","6e+05"
"kenvald","6e+05"
"CapnCooper","6e+05"
"Keven","6e+05"
"Toivo","6e+05"
"JamesT","6e+05"
"Anthique","6e+05"
"OrbitingDeath","6e+05"
