"col1","col2"
"PremierBromanov","1e+05"
"Evil_AllBran","1e+05"
"Thelastheraclid","1e+05"
"Leatherneckmike","1e+05"
"Australiankek","1e+05"
"Inf1d3l","1e+05"
"Chevy","1e+05"
"esilverm","1e+05"
"Rangerjase","1e+05"
"LordBallGag","1e+05"
"Caleb","1e+05"
"SpartanGibbles","2e+05"
"Thunfish","2e+05"
"LarryTheMVP","2e+05"
"boom","2e+05"
"Festinator","2e+05"
"damienj10","2e+05"
"Estovich","2e+05"
"Samsung virtual assistant","2e+05"
"CptSquall","2e+05"
"Nictox","2e+05"
"Z-Whiz","2e+05"
"MMFLEX","2e+05"
"bluesfan55","2e+05"
"Crunk","2e+05"
"Matty86","2e+05"
"scudmuffin19","2e+05"
"AW13","2e+05"
"gurbs","2e+05"
"Josh Latreille","2e+05"
"nerji","2e+05"
"sköldpaddor","2e+05"
"Gwdjohnson","2e+05"
"Muerto","2e+05"
"CaptainCamel","2e+05"
"Scrufdaddy","2e+05"
"Wearingabear","2e+05"
"5ympathies","2e+05"
"gaby","2e+05"
"Carpy48","3e+05"
"Ohtaay","3e+05"
"JT3","3e+05"
"Andy","3e+05"
"SewingWithNancy","3e+05"
"liebolda","3e+05"
"Frenchie","3e+05"
"HabsFanFromOntario","4e+05"
"Marcul_le_depanneur","4e+05"
"Punk42AE","4e+05"
"WildfireMicro","4e+05"
"WannabeFinn","4e+05"
"KaleSalad","4e+05"
"zeagle1","4e+05"
"Anthique","4e+05"
"Nike","4e+05"
"charlieconway","4e+05"
"Hungy Fella","4e+05"
"kenvald","4e+05"
"JuOSu","4e+05"
"TheHammer43","4e+05"
"XxCL16xX","4e+05"
"DorkDipplet","4e+05"
"Lime","4e+05"
".bojo","4e+05"
"thiefofcheese","4e+05"
"UptownCord","5e+05"
"Seany148","5e+05"
"st4rface","5e+05"
"Henrik","5e+05"
"hhh81","5e+05"
"jtanner20","5e+05"
"yosh","5e+05"
"hewasajazzman","6e+05"
"Crash_Conrad","6e+05"
"raymond3000","6e+05"
"mcpumpkin","6e+05"
"Aneeqs","6e+05"
"Katth","6e+05"
"Tesla","6e+05"
"mee","6e+05"
"downer","6e+05"
"jlutz14","6e+05"
"FuriousChicken","6e+05"
"erikvm","6e+05"
"C9Van","6e+05"
"tomtommen","6e+05"
"Operation Ivy","6e+05"
"FaraDian","6e+05"
"SledgehammerPete","6e+05"
"Ronniewalker","6e+05"
"golden_apricot","6e+05"
"Acsolap","6e+05"
"jbay7","6e+05"
"Valpix","6e+05"
"Eggcracker9","6e+05"
"TnlAstatine","6e+05"
"CementHands","6e+05"
"spidey","6e+05"
"mystick","6e+05"
"NorwegianDemon","6e+05"
"Atox","6e+05"
"domffl","6e+05"
"MikeLiut","6e+05"
"chetib","6e+05"
"slothfacekilla","6e+05"
"retuperkele","6e+05"
"39alaska39","6e+05"
"the5urreal","6e+05"
"leviadan","6e+05"
"Toivo","6e+05"
"Salming","6e+05"
"natedoeshockey","6e+05"
"Sburbine","6e+05"
"Keven","6e+05"
"TheDangaZone","6e+05"
"BarnabasCollins","6e+05"
"hockeyfan","6e+05"
"Matteo","6e+05"
"leafsftw1967","6e+05"
"JamesT","6e+05"
"steveoiscool","6e+05"
"bbjygm","6e+05"
"RainDelay","6e+05"
"CapnCooper","6e+05"
"LeSizz","6e+05"
