"username","amount"
"Tesla","1e+05"
"Mysterious_Fish","1e+05"
"Revontulete","1e+05"
"sköldpaddor","1e+05"
"kahri","1e+05"
"Caleb","1e+05"
"Lumosityfan","1e+05"
"hotdog","1e+05"
"C9Van","1e+05"
"Dynamicmlb_42","1e+05"
"WannabeFinn","1e+05"
"JNH","2e+05"
"Z-Whiz","2e+05"
"DigDoug11","2e+05"
"DETisHockeytown","2e+05"
"JBeckQuest","2e+05"
"Ultimatedestroye","2e+05"
"sadie","2e+05"
"Wrehkz","2e+05"
"Shaggy2845","2e+05"
"Deecee98","2e+05"
"MightyMulder","2e+05"
"LordBirdman","2e+05"
"trashae","2e+05"
"Mr35","2e+05"
"Ara","2e+05"
"Astro","2e+05"
"Ferwx","2e+05"
"Jagg102","2e+05"
"AuggieO","2e+05"
"juniped","2e+05"
"Conraddvd","2e+05"
"Tsunny","2e+05"
"Accka","2e+05"
"anuragb","2e+05"
"Rokkat","2e+05"
"2by2ark","2e+05"
"Yagoyi","2e+05"
"SheriffMcGirthy","2e+05"
"SilverBlitzenAG","2e+05"
"Dewalt27","2e+05"
"Leoben","2e+05"
"Shiamus","2e+05"
"lemonoppy","2e+05"
"Andy","2e+05"
"ephenssta","2e+05"
"Chevy","2e+05"
"sytarah","2e+05"
"Omniscius","2e+05"
"NYR73","2e+05"
"Tdan04","2e+05"
"mattebleu","2e+05"
"kdr","2e+05"
"Thelastheraclid","2e+05"
"Aleris","2e+05"
"ThePyroAlpaca","2e+05"
"EmoLeBron","3e+05"
"cake307","3e+05"
"Heppis","3e+05"
"ZootTX","3e+05"
"Inf1d3l","3e+05"
"cowbutch","3e+05"
"mkp224","3e+05"
"sve7en","4e+05"
"o1playz","4e+05"
"PixelNick13","4e+05"
"Huck24","4e+05"
"LeakyCink","4e+05"
"Rotti","4e+05"
"TubaDeus","4e+05"
"Jorec","4e+05"
"SG_Vesuvius","4e+05"
"zeagle1","4e+05"
"hockeymil","4e+05"
"MrPrime","4e+05"
"Hepha","4e+05"
"McGriddy10","4e+05"
"Durden","4e+05"
"Nike","4e+05"
"Australiankek","4e+05"
"roquefort","4e+05"
"skyrrhawk","4e+05"
"No Goal","4e+05"
"ctots","4e+05"
"Zerg","4e+05"
"CaptainCrazy","4e+05"
"NorwegianDemon","4e+05"
"Baron1898","4e+05"
"Vaxlare","4e+05"
"zaynzk","4e+05"
"Jonnyhockey17","4e+05"
"PonceAR","4e+05"
"Mongoose87","4e+05"
"Bfine","4e+05"
"SewingWithNancy","4e+05"
"sobrien6187","4e+05"
"Noruoficeland","4e+05"
"Z0REM","4e+05"
"JR95","4e+05"
"dankoa","4e+05"
"Soviet Sexpot","4e+05"
"Smirnov Light","5e+05"
"HabsFanFromOntario","5e+05"
"Juho","5e+05"
"Scrufdaddy","6e+05"
"Ivornen","6e+05"
"CybershadeEDM","6e+05"
"goldenglutes","6e+05"
"tredpalo","6e+05"
"saggylumps","6e+05"
"DarthDaevin","6e+05"
"damienj10","6e+05"
"Lime","6e+05"
"oknom","6e+05"
"Gordon Bombay","6e+05"
"lunaripcole","6e+05"
"Thunfish","6e+05"
"Brenadyr","6e+05"
"Briedaqueduc","6e+05"
"SpartanGibbles","6e+05"
"OVOXO","6e+05"
"Neadex","6e+05"
"Raven","6e+05"
"Tripl3tsGamer","6e+05"
"LampLighter","6e+05"
"matt","6e+05"
"Magenta","6e+05"
"micool132","6e+05"
"Giof","6e+05"
"Vice","6e+05"
"Rookyi","6e+05"
"KalixIzalumi","6e+05"
"kb.m","6e+05"
"vbottas17","6e+05"
"Drokeep","6e+05"
"ByrdeMan","6e+05"
"soulja","6e+05"
"Operation Ivy","6e+05"
"spidey","6e+05"
"Zinny","6e+05"
"Aephino","6e+05"
"Gaia Mormont","6e+05"
"Marshi","6e+05"
"Durodo","6e+05"
"theevilisback","6e+05"
"ItZSmalls","6e+05"
"Alaska","6e+05"
"Deli","6e+05"
"Dash","6e+05"
"plummdogmillionaire","6e+05"
"Schocar","6e+05"
"BarnabasCollins","6e+05"
"MrPresident","6e+05"
"leafsftw1967","6e+05"
"CM Syckez","6e+05"
"jason97","6e+05"
"Jimbo1990","6e+05"
"Muerto","6e+05"
"Acsolap","6e+05"
"bluesfan55","6e+05"
"Bingo97","6e+05"
"TheWoZy","6e+05"
"SlashACM","6e+05"
"Puppy","6e+05"
"sswiss","6e+05"
"tomtommen","6e+05"
"the5urreal","6e+05"
"NordicNailer","6e+05"
"Ashes","6e+05"
"ShadowFenix","6e+05"
