"col1","col2"
"Gadget","1e+05"
"brocksamson","1e+05"
"mer","1e+05"
"Vaxlare","1e+05"
"JaytheGreat","1e+05"
"Kaliyevl34l","1e+05"
"Frenchie","1e+05"
"Southie","1e+05"
"Dindog","1e+05"
"Hallsy","1e+05"
"Evil_AllBran","1e+05"
"gurbs","1e+05"
"golden_apricot","1e+05"
"Inf1d3l","1e+05"
".simo","2e+05"
"SvgeMars","2e+05"
"electrictree","2e+05"
"Crazytomato","2e+05"
"st4rface","2e+05"
"raymond3000","2e+05"
"LeSizz","2e+05"
"LordBallGag","2e+05"
"Gwdjohnson","2e+05"
"efischermann","2e+05"
"Seany148","2e+05"
"Wheels","2e+05"
"JuOSu","2e+05"
"jlutz14","2e+05"
"Agent_Smith_009","2e+05"
"LarryTheMVP","2e+05"
"Sburbine","2e+05"
"Wearingabear","2e+05"
"Matty86","2e+05"
"Ashes","2e+05"
"Randominoe","2e+05"
"narb111","2e+05"
"SewingWithNancy","2e+05"
"Scrufdaddy","2e+05"
"XxCL16xX","2e+05"
"Crunk","3e+05"
"boom","3e+05"
"OrbitingDeath","3e+05"
"Chevy","3e+05"
"Possum Queen","3e+05"
"TheDangaZone","3e+05"
"TheHammer43","3e+05"
"5ympathies","4e+05"
"dogwoodmaple","4e+05"
"Carpy48","4e+05"
"Operation Ivy","4e+05"
"Z-Whiz","4e+05"
"yosh","4e+05"
"mastersheep","4e+05"
"BarnabasCollins","4e+05"
"Crash_Conrad","4e+05"
"Atox","4e+05"
"NorwegianDemon","4e+05"
"zeagle1","4e+05"
"Thunfish","4e+05"
"MMFLEX","4e+05"
"C9Van","4e+05"
"loopy1691","4e+05"
"mcpumpkin","4e+05"
"leafsftw1967","4e+05"
"erikvm","4e+05"
"liebolda","4e+05"
"Marcul_le_depanneur","4e+05"
"chetib","4e+05"
"thiefofcheese","4e+05"
"DorkDipplet","4e+05"
"MikeLiut","4e+05"
"RainDelay","4e+05"
"Ohtaay","5e+05"
"seanpizzle99","5e+05"
"FaraDian","5e+05"
"Australiankek","5e+05"
"Trautner","5e+05"
"Accka","5e+05"
"takethehorizon","5e+05"
"EmoLeBron","5e+05"
"CptSquall","5e+05"
"sköldpaddor","5e+05"
"Andy","5e+05"
"Nictox","5e+05"
"leviadan","5e+05"
"WannabeFinn","6e+05"
"Tesla","6e+05"
"WildfireMicro","6e+05"
"JT3","6e+05"
"the5urreal","6e+05"
"PapaSorin","6e+05"
"wizard_literal","6e+05"
"KaleSalad","6e+05"
"Punk42AE","6e+05"
"LinC","6e+05"
"BANACKOCK","6e+05"
"domffl","6e+05"
"Reedy0rNot","6e+05"
"jbay7","6e+05"
"puolivalmiste","6e+05"
"Festinator","6e+05"
"mee","6e+05"
"SpartanGibbles","6e+05"
"jtanner20","6e+05"
"Nike","6e+05"
"spidey","6e+05"
"CementHands","6e+05"
"39alaska39","6e+05"
"Figgy","6e+05"
"Redderder15","6e+05"
"hewasajazzman","6e+05"
"tomtommen","6e+05"
"downer","6e+05"
"slothfacekilla","6e+05"
"MyLittleHexx","6e+05"
"Toivo","6e+05"
"mystick","6e+05"
"hockeyfan","6e+05"
"Eggcracker9","6e+05"
"SledgehammerPete","6e+05"
"soevil","6e+05"
"retuperkele","6e+05"
"linsangeles","6e+05"
"bbjygm","6e+05"
"Katth","6e+05"
"FuriousChicken","6e+05"
"Weaves","6e+05"
"Keven","6e+05"
"Aephino","6e+05"
"kenvald","6e+05"
"CapnCooper","6e+05"
"Anthique","6e+05"
"hhh81","6e+05"
"steveoiscool","6e+05"
"Aneeqs","6e+05"
"Hungy Fella","6e+05"
"JamesT","6e+05"
"Salming","6e+05"
