"col1","col2"
"ACapitalChicago","1e+05"
"Fitted2106","1e+05"
"Lumosityfan","1e+05"
"Vaxlare","1e+05"
"Jepox","1e+05"
"JURT","1e+05"
"Jonahcraft7","1e+05"
"Kaliyevl34l","1e+05"
"aeonsjenni","1e+05"
"5ympathies","2e+05"
"zeagle1","2e+05"
"Aneeqs","2e+05"
"TonyW19","2e+05"
"Frenchie","2e+05"
"ElMerchanto","2e+05"
"LeSizz","2e+05"
"Nhamlet","2e+05"
"mcpumpkin","2e+05"
"Z-Whiz","2e+05"
"Eggcracker","2e+05"
"RAmenAmen","2e+05"
"Figgy","2e+05"
"trashae","2e+05"
"dasboot","2e+05"
"AW13","2e+05"
"Possum Queen","2e+05"
"Bauer","2e+05"
"Ohtaay","2e+05"
"Valpix","2e+05"
"Southie","3e+05"
"Gadget","3e+05"
"KaleSalad","3e+05"
"Seany148","3e+05"
"NYR73","3e+05"
"Dindog","3e+05"
"Leppish","3e+05"
"luke","3e+05"
"Crazytomato","3e+05"
"dogwoodmaple","4e+05"
"Exilate","4e+05"
"Nictox","4e+05"
"natedoeshockey","4e+05"
"MyLittleHexx","4e+05"
"hannahg32","4e+05"
"Ashes","4e+05"
"hockeyfan","4e+05"
"diacope","4e+05"
"CementHands","4e+05"
"YouButWorse","4e+05"
"Andy","4e+05"
"Crunk","4e+05"
"Jamhi","4e+05"
"hewasajazzman","4e+05"
"Punk42AE","4e+05"
"MMFLEX","4e+05"
"thiefofcheese","4e+05"
"Z0REM","4e+05"
"AK41","4e+05"
"Rangerjase","4e+05"
"Hungy Fella","4e+05"
"scudmuffin19","4e+05"
"Nike","4e+05"
"UptownCord","4e+05"
"Wheels","4e+05"
"WubbaLubbaDubDub184","4e+05"
"kenvald","4e+05"
"LordBallGag","5e+05"
"C9Van","5e+05"
"JR95","5e+05"
"Carpy48","5e+05"
"WildfireMicro","5e+05"
"OrbitingDeath","5e+05"
"Dainjah","5e+05"
"yosh","5e+05"
"Chevy","5e+05"
"Scrufdaddy","6e+05"
".bojo","6e+05"
"Lime","6e+05"
"raymond3000","6e+05"
"takethehorizon","6e+05"
"spidey","6e+05"
"fubaguy","6e+05"
"charlieconway","6e+05"
"tomtommen","6e+05"
"BANACKOCK","6e+05"
"BarnabasCollins","6e+05"
"linsangeles","6e+05"
"Crash_Conrad","6e+05"
"Cycro","6e+05"
"kahri","6e+05"
"Jorec","6e+05"
"EmoLeBron","6e+05"
"FuriousChicken","6e+05"
"karey","6e+05"
"WannabeFinn","6e+05"
"st4rface","6e+05"
"mystick","6e+05"
"RainDelay","6e+05"
"golden_apricot","6e+05"
"FaraDian","6e+05"
"wizard_literal","6e+05"
"wumaduce","6e+05"
"CloudRobot","6e+05"
"awils13","6e+05"
"retuperkele","6e+05"
"Spartan","6e+05"
"oknom","6e+05"
"sköldpaddor","6e+05"
"Tesla","6e+05"
"lore","6e+05"
"PapaSorin","6e+05"
"Tylar","6e+05"
"Australiankek","6e+05"
"leafsftw1967","6e+05"
"Mayuu","6e+05"
"Rotti","6e+05"
"Schwartzy","6e+05"
"DigDoug11","6e+05"
"RaidTheArcade","6e+05"
"CptSquall","6e+05"
"jbay7","6e+05"
"electrictree","6e+05"
"NorwegianDemon","6e+05"
"Thunfish","6e+05"
"steveoiscool","6e+05"
"cly","6e+05"
"the5urreal","6e+05"
"slothfacekilla","6e+05"
"MrPresident","6e+05"
"Rich","6e+05"
"JT3","6e+05"
"Toivo","6e+05"
"SledgehammerPete","6e+05"
"Operation Ivy","6e+05"
"Reedy0rNot","6e+05"
"mee","6e+05"
"notorioustig","6e+05"
"McGriddy10","6e+05"
"Justice","6e+05"
"hhh81","6e+05"
"Takk806","6e+05"
"39alaska39","6e+05"
"Weaves","6e+05"
"Aephino","6e+05"
"trella","6e+05"
"Wearingabear","6e+05"
"Salming","6e+05"
"Katth","6e+05"
"CapnCooper","6e+05"
"downer","6e+05"
"sliceruser","6e+05"
"bbjygm","6e+05"
"JamesT","6e+05"
"SvgeMars","6e+05"
"LordBirdman","6e+05"
"soevil","6e+05"
"Keven","6e+05"
"MikeLiut","6e+05"
"leviadan","6e+05"
"Anthique","6e+05"
"SewingWithNancy","6e+05"
"puolivalmiste","6e+05"
