"col1","col2"
"Lime","1e+05"
"NYR73","1e+05"
"damienj10","1e+05"
"tweedledunn","1e+05"
"lore","1e+05"
"brocksamson","1e+05"
"Andy","1e+05"
"narb111","1e+05"
"Rankle","1e+05"
"adison","1e+05"
"Leoben","1e+05"
"Inf1d3l","1e+05"
"SvgeMars","1e+05"
"LucidDreams702","1e+05"
"RAmenAmen","1e+05"
"jlutz14","2e+05"
"dogwoodmaple","2e+05"
"Festinator","2e+05"
"BadWolf","2e+05"
"CptSquall","2e+05"
"Matty86","2e+05"
"efischermann","2e+05"
"Raven","2e+05"
"RashfordU","2e+05"
"Thunfish","2e+05"
"PremierBromanov","2e+05"
"AW13","2e+05"
"Rangerjase","2e+05"
"TheRoyalEmpoleon","2e+05"
"DarkCanuck29","2e+05"
"minaj27","2e+05"
"Wheels","2e+05"
"esilverm","2e+05"
"Crunk","2e+05"
"Southie","2e+05"
"Valpix","2e+05"
"Z0REM","2e+05"
"5ympathies","2e+05"
"Josh Latreille","2e+05"
"Marcul_le_depanneur","2e+05"
"Hungy Fella","2e+05"
"DorkDipplet","2e+05"
"Nhamlet","2e+05"
"HabsFanFromOntario","2e+05"
"Nictox","3e+05"
"OrbitingDeath","3e+05"
"NorwegianDemon","3e+05"
"SchwarzNarr","3e+05"
"LordBallGag","3e+05"
"TheHammer43","3e+05"
"JURT","3e+05"
"Muerto","3e+05"
"Punk42AE","4e+05"
"boom","4e+05"
"kast3rborous","4e+05"
"XxCL16xX","4e+05"
"Acsolap","4e+05"
"yosh","4e+05"
"TheDangaZone","4e+05"
"CementHands","4e+05"
"Frenchie","4e+05"
"st4rface","4e+05"
"jbay7","4e+05"
"jtanner20","4e+05"
"Z-Whiz","4e+05"
"Sburbine","4e+05"
"hockeyfan","4e+05"
"leafsftw1967","4e+05"
"CaptainCamel","4e+05"
"bbjygm","4e+05"
"chetib","4e+05"
".bojo","4e+05"
"Henrik","5e+05"
"Evil_AllBran","5e+05"
"sköldpaddor","5e+05"
"downer","5e+05"
"MikeLiut","5e+05"
"Scrufdaddy","5e+05"
"erikvm","5e+05"
"leviadan","5e+05"
"C9Van","6e+05"
"mcpumpkin","6e+05"
"Ohtaay","6e+05"
"Toivo","6e+05"
"charlieconway","6e+05"
"liebolda","6e+05"
"Seany148","6e+05"
"golden_apricot","6e+05"
"WannabeFinn","6e+05"
"tomtommen","6e+05"
"KaleSalad","6e+05"
"RainDelay","6e+05"
"Operation Ivy","6e+05"
"Ronniewalker","6e+05"
"Carpy48","6e+05"
"Atox","6e+05"
"mystick","6e+05"
"zeagle1","6e+05"
"Estovich","6e+05"
"Crash_Conrad","6e+05"
"SledgehammerPete","6e+05"
"LeSizz","6e+05"
"Matteo","6e+05"
"spidey","6e+05"
"CapnCooper","6e+05"
"MMFLEX","6e+05"
"Tesla","6e+05"
"Katth","6e+05"
"domffl","6e+05"
"natedoeshockey","6e+05"
"Anthique","6e+05"
"nerji","6e+05"
"SpartanGibbles","6e+05"
"Eggcracker9","6e+05"
"slothfacekilla","6e+05"
"retuperkele","6e+05"
"FaraDian","6e+05"
"the5urreal","6e+05"
"Nike","6e+05"
"Aneeqs","6e+05"
"WildfireMicro","6e+05"
"scudmuffin19","6e+05"
"Wearingabear","6e+05"
"hewasajazzman","6e+05"
"steveoiscool","6e+05"
"thiefofcheese","6e+05"
"39alaska39","6e+05"
"Salming","6e+05"
"FuriousChicken","6e+05"
"kenvald","6e+05"
"hhh81","6e+05"
"TnlAstatine","6e+05"
"BarnabasCollins","6e+05"
"JamesT","6e+05"
"Keven","6e+05"
"JuOSu","6e+05"
"SewingWithNancy","6e+05"
