"col1","col2"
"ACapitalChicago","1e+05"
"Jonahcraft7","1e+05"
"Justice","1e+05"
"boom","1e+05"
"Frenchie","1e+05"
"scudmuffin19","1e+05"
"yosh","1e+05"
"JaytheGreat","1e+05"
"Fitted2106","1e+05"
"Dindog","2e+05"
"hannahg32","2e+05"
"Runningman434","2e+05"
"dylanjj37","2e+05"
"EmoLeBron","2e+05"
"YouButWorse","2e+05"
"zeagle1","2e+05"
"Jamhi","2e+05"
"Vaxlare","2e+05"
"AK41","2e+05"
"Southie","2e+05"
"cly","2e+05"
"SpartanGibbles","2e+05"
"Ashes","2e+05"
"Andy","2e+05"
"LarryTheMVP","2e+05"
"ElMerchanto","2e+05"
"TheHammer43","2e+05"
"LordBirdman","2e+05"
"erikvm","2e+05"
"Spartan","2e+05"
"domffl","2e+05"
"dogwoodmaple","2e+05"
"McGriddy10","2e+05"
"DrunkenTeddy","2e+05"
"WannabeFinn","2e+05"
"Punk42AE","2e+05"
"takethehorizon","2e+05"
"Z0REM","2e+05"
".bojo","2e+05"
"5ympathies","2e+05"
"RashfordU","2e+05"
"Rotti","2e+05"
"Rich","2e+05"
"liebolda","2e+05"
"Mayuu","3e+05"
"Crash_Conrad","3e+05"
"MartinLK","3e+05"
"karey","3e+05"
"G2019","3e+05"
"lore","3e+05"
"st4rface","4e+05"
"Scrufdaddy","4e+05"
"raymond3000","4e+05"
"UptownCord","4e+05"
"Figgy","4e+05"
"natedoeshockey","4e+05"
"retuperkele","4e+05"
"Rangerjase","4e+05"
"sköldpaddor","4e+05"
"Nictox","4e+05"
"golden_apricot","4e+05"
"LordBallGag","4e+05"
"MMFLEX","4e+05"
"Tylar","4e+05"
"diacope","4e+05"
"Cycro","4e+05"
"LeSizz","4e+05"
"minaj27","4e+05"
"dasboot","4e+05"
"Ohtaay","5e+05"
"CloudRobot","5e+05"
"Psanchez55","5e+05"
"Reedy0rNot","5e+05"
"OrbitingDeath","5e+05"
"MyLittleHexx","5e+05"
"NorwegianDemon","6e+05"
"Australiankek","6e+05"
"JT3","6e+05"
"Hungy Fella","6e+05"
"BarnabasCollins","6e+05"
"notorioustig","6e+05"
"DigDoug11","6e+05"
"jbay7","6e+05"
"Jorec","6e+05"
"kahri","6e+05"
"charlieconway","6e+05"
"Schwartzy","6e+05"
"linsangeles","6e+05"
"RainDelay","6e+05"
"Thunfish","6e+05"
"PapaSorin","6e+05"
"C9Van","6e+05"
"Takk806","6e+05"
"hockeyfan","6e+05"
"CptSquall","6e+05"
"fubaguy","6e+05"
"Aneeqs","6e+05"
"hhh81","6e+05"
"kenvald","6e+05"
"WildfireMicro","6e+05"
"BANACKOCK","6e+05"
"Tesla","6e+05"
"slothfacekilla","6e+05"
"downer","6e+05"
"tomtommen","6e+05"
"Katth","6e+05"
"Operation Ivy","6e+05"
"mystick","6e+05"
"FaraDian","6e+05"
"FuriousChicken","6e+05"
"Carpy48","6e+05"
"awils13","6e+05"
"electrictree","6e+05"
"Weaves","6e+05"
"Wheels","6e+05"
"oknom","6e+05"
"trella","6e+05"
"SvgeMars","6e+05"
"mee","6e+05"
"soevil","6e+05"
"the5urreal","6e+05"
"MrPresident","6e+05"
"RaidTheArcade","6e+05"
"wizard_literal","6e+05"
"CapnCooper","6e+05"
"Dainjah","6e+05"
"Toivo","6e+05"
"MikeLiut","6e+05"
"steveoiscool","6e+05"
"bbjygm","6e+05"
"Nike","6e+05"
"Aephino","6e+05"
"SledgehammerPete","6e+05"
"puolivalmiste","6e+05"
"JuOSu","6e+05"
"Salming","6e+05"
"Keven","6e+05"
"sliceruser","6e+05"
"Anthique","6e+05"
"JamesT","6e+05"
"leviadan","6e+05"
"SewingWithNancy","6e+05"
